"kaynak","kategori","kategori_adi","term","risk_turu","risk_puani","active","baglam_kurali","updated_at"
"Sistem","reklam_ticari","Reklam ve Ticari Yönlendirme","uygulama indir","Kelime / ifade","2","True","Ticari amaç ve çocuk tüketimini teşvik kontrol edilir","Sistem varsayılanı"
"Sistem","reklam_ticari","Reklam ve Ticari Yönlendirme","uygulama indir anlatımı","Kelime / ifade","2","True","Ticari amaç ve çocuk tüketimini teşvik kontrol edilir","Sistem varsayılanı"
"Sistem","reklam_ticari","Reklam ve Ticari Yönlendirme","uygulama indir ifadesi","Kelime / ifade","2","True","Ticari amaç ve çocuk tüketimini teşvik kontrol edilir","Sistem varsayılanı"
"Sistem","reklam_ticari","Reklam ve Ticari Yönlendirme","uygulama indir sahnesi","Kelime / ifade","2","True","Ticari amaç ve çocuk tüketimini teşvik kontrol edilir","Sistem varsayılanı"
"Sistem","reklam_ticari","Reklam ve Ticari Yönlendirme","ürün yerleştirme","Kelime / ifade","2","True","Ticari amaç ve çocuk tüketimini teşvik kontrol edilir","Sistem varsayılanı"
"Sistem","reklam_ticari","Reklam ve Ticari Yönlendirme","ürün yerleştirme anlatımı","Kelime / ifade","2","True","Ticari amaç ve çocuk tüketimini teşvik kontrol edilir","Sistem varsayılanı"
"Sistem","reklam_ticari","Reklam ve Ticari Yönlendirme","ürün yerleştirme ifadesi","Kelime / ifade","2","True","Ticari amaç ve çocuk tüketimini teşvik kontrol edilir","Sistem varsayılanı"
"Sistem","reklam_ticari","Reklam ve Ticari Yönlendirme","ürün yerleştirme sahnesi","Kelime / ifade","2","True","Ticari amaç ve çocuk tüketimini teşvik kontrol edilir","Sistem varsayılanı"
"Sistem","siddet_suc","Şiddet ve Suç","adam öldürme","Kelime / ifade","3","True","Varsayılan bağlam analizi","Sistem varsayılanı"
"Sistem","siddet_suc","Şiddet ve Suç","balta","Kelime / ifade","3","True","Varsayılan bağlam analizi","Sistem varsayılanı"
"Sistem","siddet_suc","Şiddet ve Suç","bıçağı","Kelime / ifade","3","True","Varsayılan bağlam analizi","Sistem varsayılanı"
"Sistem","siddet_suc","Şiddet ve Suç","bıçağın","Kelime / ifade","3","True","Varsayılan bağlam analizi","Sistem varsayılanı"
"Sistem","siddet_suc","Şiddet ve Suç","bıçağından","Kelime / ifade","3","True","Varsayılan bağlam analizi","Sistem varsayılanı"
"Sistem","siddet_suc","Şiddet ve Suç","bıçağını","Kelime / ifade","3","True","Varsayılan bağlam analizi","Sistem varsayılanı"
"Sistem","siddet_suc","Şiddet ve Suç","bıçak","Kelime / ifade","3","True","Varsayılan bağlam analizi","Sistem varsayılanı"
"Sistem","siddet_suc","Şiddet ve Suç","bıçak","Kelime / ifade","3","True","Varsayılan bağlam analizi","Sistem varsayılanı"
"Sistem","siddet_suc","Şiddet ve Suç","bıçak anlatımı","Kelime / ifade","3","True","Varsayılan bağlam analizi","Sistem varsayılanı"
"Sistem","siddet_suc","Şiddet ve Suç","bıçak göndermesi","Kelime / ifade","3","True","Varsayılan bağlam analizi","Sistem varsayılanı"
"Sistem","siddet_suc","Şiddet ve Suç","bıçak ifadesi","Kelime / ifade","3","True","Varsayılan bağlam analizi","Sistem varsayılanı"
"Sistem","siddet_suc","Şiddet ve Suç","bıçak sahnesi","Kelime / ifade","3","True","Varsayılan bağlam analizi","Sistem varsayılanı"
"Sistem","siddet_suc","Şiddet ve Suç","bıçakla","Kelime / ifade","3","True","Varsayılan bağlam analizi","Sistem varsayılanı"
"Sistem","siddet_suc","Şiddet ve Suç","bıçakları","Kelime / ifade","3","True","Varsayılan bağlam analizi","Sistem varsayılanı"
"Sistem","siddet_suc","Şiddet ve Suç","cinayet","Kelime / ifade","3","True","Varsayılan bağlam analizi","Sistem varsayılanı"
"Sistem","siddet_suc","Şiddet ve Suç","cinayete","Kelime / ifade","3","True","Varsayılan bağlam analizi","Sistem varsayılanı"
"Sistem","siddet_suc","Şiddet ve Suç","cinayeti","Kelime / ifade","3","True","Varsayılan bağlam analizi","Sistem varsayılanı"
"Sistem","siddet_suc","Şiddet ve Suç","cinayetin","Kelime / ifade","3","True","Varsayılan bağlam analizi","Sistem varsayılanı"
"Sistem","siddet_suc","Şiddet ve Suç","cinayetten","Kelime / ifade","3","True","Varsayılan bağlam analizi","Sistem varsayılanı"
"Sistem","siddet_suc","Şiddet ve Suç","çalıyor","Kelime / ifade","3","True","Varsayılan bağlam analizi","Sistem varsayılanı"
"Sistem","siddet_suc","Şiddet ve Suç","çalma","Kelime / ifade","3","True","Varsayılan bağlam analizi","Sistem varsayılanı"
"Sistem","siddet_suc","Şiddet ve Suç","çalma ifadesi","Kelime / ifade","3","True","Varsayılan bağlam analizi","Sistem varsayılanı"
"Sistem","siddet_suc","Şiddet ve Suç","çalmak","Kelime / ifade","3","True","Varsayılan bağlam analizi","Sistem varsayılanı"
"Sistem","siddet_suc","Şiddet ve Suç","dolandırıcı","Kelime / ifade","3","True","Varsayılan bağlam analizi","Sistem varsayılanı"
"Sistem","siddet_suc","Şiddet ve Suç","dolandırıcılık","Kelime / ifade","3","True","Varsayılan bağlam analizi","Sistem varsayılanı"
"Sistem","siddet_suc","Şiddet ve Suç","dolandırma","Kelime / ifade","3","True","Varsayılan bağlam analizi","Sistem varsayılanı"
"Sistem","siddet_suc","Şiddet ve Suç","dolandırma ifadesi","Kelime / ifade","3","True","Varsayılan bağlam analizi","Sistem varsayılanı"
"Sistem","siddet_suc","Şiddet ve Suç","dövdü","Kelime / ifade","3","True","Varsayılan bağlam analizi","Sistem varsayılanı"
"Sistem","siddet_suc","Şiddet ve Suç","döver","Kelime / ifade","3","True","Varsayılan bağlam analizi","Sistem varsayılanı"
"Sistem","siddet_suc","Şiddet ve Suç","dövme ifadesi","Kelime / ifade","3","True","Varsayılan bağlam analizi","Sistem varsayılanı"
"Sistem","siddet_suc","Şiddet ve Suç","dövme sahnesi","Kelime / ifade","3","True","Varsayılan bağlam analizi","Sistem varsayılanı"
"Sistem","siddet_suc","Şiddet ve Suç","dövmek","Kelime / ifade","3","True","Varsayılan bağlam analizi","Sistem varsayılanı"
"Sistem","siddet_suc","Şiddet ve Suç","dövüş","Kelime / ifade","3","True","Varsayılan bağlam analizi","Sistem varsayılanı"
"Sistem","siddet_suc","Şiddet ve Suç","dövüş sahnesi","Kelime / ifade","3","True","Varsayılan bağlam analizi","Sistem varsayılanı"
"Sistem","siddet_suc","Şiddet ve Suç","dövüşlü","Kelime / ifade","3","True","Varsayılan bağlam analizi","Sistem varsayılanı"
"Sistem","siddet_suc","Şiddet ve Suç","dövüşmek","Kelime / ifade","3","True","Varsayılan bağlam analizi","Sistem varsayılanı"
"Sistem","siddet_suc","Şiddet ve Suç","dövüştü","Kelime / ifade","3","True","Varsayılan bağlam analizi","Sistem varsayılanı"
"Sistem","siddet_suc","Şiddet ve Suç","hançer","Kelime / ifade","3","True","Varsayılan bağlam analizi","Sistem varsayılanı"
"Sistem","siddet_suc","Şiddet ve Suç","hırsızlık","Kelime / ifade","3","True","Varsayılan bağlam analizi","Sistem varsayılanı"
"Sistem","siddet_suc","Şiddet ve Suç","hırsızlık yapmak","Kelime / ifade","3","True","Varsayılan bağlam analizi","Sistem varsayılanı"
"Sistem","siddet_suc","Şiddet ve Suç","infaz","Kelime / ifade","3","True","Varsayılan bağlam analizi","Sistem varsayılanı"
"Sistem","siddet_suc","Şiddet ve Suç","işkence","Kelime / ifade","3","True","Varsayılan bağlam analizi","Sistem varsayılanı"
"Sistem","siddet_suc","Şiddet ve Suç","kama","Kelime / ifade","3","True","Varsayılan bağlam analizi","Sistem varsayılanı"
"Sistem","siddet_suc","Şiddet ve Suç","kan","Kelime / ifade","3","True","Varsayılan bağlam analizi","Sistem varsayılanı"
"Sistem","siddet_suc","Şiddet ve Suç","kan dokenler","Kelime / ifade","3","True","Varsayılan bağlam analizi","Sistem varsayılanı"
"Sistem","siddet_suc","Şiddet ve Suç","kan dök","Kelime / ifade","3","True","Varsayılan bağlam analizi","Sistem varsayılanı"
"Sistem","siddet_suc","Şiddet ve Suç","kan dökmek","Kelime / ifade","3","True","Varsayılan bağlam analizi","Sistem varsayılanı"
"Sistem","siddet_suc","Şiddet ve Suç","kan saçma","Kelime / ifade","3","True","Varsayılan bağlam analizi","Sistem varsayılanı"
"Sistem","siddet_suc","Şiddet ve Suç","katil","Kelime / ifade","3","True","Varsayılan bağlam analizi","Sistem varsayılanı"
"Sistem","siddet_suc","Şiddet ve Suç","katilden","Kelime / ifade","3","True","Varsayılan bağlam analizi","Sistem varsayılanı"
"Sistem","siddet_suc","Şiddet ve Suç","katile","Kelime / ifade","3","True","Varsayılan bağlam analizi","Sistem varsayılanı"
"Sistem","siddet_suc","Şiddet ve Suç","katiler","Kelime / ifade","3","True","Varsayılan bağlam analizi","Sistem varsayılanı"
"Sistem","siddet_suc","Şiddet ve Suç","katili","Kelime / ifade","3","True","Varsayılan bağlam analizi","Sistem varsayılanı"
"Sistem","siddet_suc","Şiddet ve Suç","katillerin","Kelime / ifade","3","True","Varsayılan bağlam analizi","Sistem varsayılanı"
"Sistem","siddet_suc","Şiddet ve Suç","katliam","Kelime / ifade","3","True","Varsayılan bağlam analizi","Sistem varsayılanı"
"Sistem","siddet_suc","Şiddet ve Suç","katliam","Kelime / ifade","3","True","Varsayılan bağlam analizi","Sistem varsayılanı"
"Sistem","siddet_suc","Şiddet ve Suç","kavga","Kelime / ifade","3","True","Varsayılan bağlam analizi","Sistem varsayılanı"
"Sistem","siddet_suc","Şiddet ve Suç","kavga etmek","Kelime / ifade","3","True","Varsayılan bağlam analizi","Sistem varsayılanı"
"Sistem","siddet_suc","Şiddet ve Suç","kavga etti","Kelime / ifade","3","True","Varsayılan bağlam analizi","Sistem varsayılanı"
"Sistem","siddet_suc","Şiddet ve Suç","kavga sahnesi","Kelime / ifade","3","True","Varsayılan bağlam analizi","Sistem varsayılanı"
"Sistem","siddet_suc","Şiddet ve Suç","kavgalı","Kelime / ifade","3","True","Varsayılan bağlam analizi","Sistem varsayılanı"
"Sistem","siddet_suc","Şiddet ve Suç","kavgalı dövüşlü","Kelime / ifade","3","True","Varsayılan bağlam analizi","Sistem varsayılanı"
"Sistem","siddet_suc","Şiddet ve Suç","keser","Kelime / ifade","3","True","Varsayılan bağlam analizi","Sistem varsayılanı"
"Sistem","siddet_suc","Şiddet ve Suç","kılıç","Kelime / ifade","3","True","Varsayılan bağlam analizi","Sistem varsayılanı"
"Sistem","siddet_suc","Şiddet ve Suç","kıtal","Kelime / ifade","3","True","Varsayılan bağlam analizi","Sistem varsayılanı"
"Sistem","siddet_suc","Şiddet ve Suç","kıtalama","Kelime / ifade","3","True","Varsayılan bağlam analizi","Sistem varsayılanı"
"Sistem","siddet_suc","Şiddet ve Suç","mızrak","Kelime / ifade","3","True","Varsayılan bağlam analizi","Sistem varsayılanı"
"Sistem","siddet_suc","Şiddet ve Suç","öldür","Kelime / ifade","3","True","Varsayılan bağlam analizi","Sistem varsayılanı"
"Sistem","siddet_suc","Şiddet ve Suç","öldürdü","Kelime / ifade","3","True","Varsayılan bağlam analizi","Sistem varsayılanı"
"Sistem","siddet_suc","Şiddet ve Suç","öldürdüğü","Kelime / ifade","3","True","Varsayılan bağlam analizi","Sistem varsayılanı"
"Sistem","siddet_suc","Şiddet ve Suç","öldürdükten","Kelime / ifade","3","True","Varsayılan bağlam analizi","Sistem varsayılanı"
"Sistem","siddet_suc","Şiddet ve Suç","öldürme","Kelime / ifade","3","True","Varsayılan bağlam analizi","Sistem varsayılanı"
"Sistem","siddet_suc","Şiddet ve Suç","öldürme anlatımı","Kelime / ifade","3","True","Varsayılan bağlam analizi","Sistem varsayılanı"
"Sistem","siddet_suc","Şiddet ve Suç","öldürme göndermesi","Kelime / ifade","3","True","Varsayılan bağlam analizi","Sistem varsayılanı"
"Sistem","siddet_suc","Şiddet ve Suç","öldürme ifadesi","Kelime / ifade","3","True","Varsayılan bağlam analizi","Sistem varsayılanı"
"Sistem","siddet_suc","Şiddet ve Suç","öldürme sahnesi","Kelime / ifade","3","True","Varsayılan bağlam analizi","Sistem varsayılanı"
"Sistem","siddet_suc","Şiddet ve Suç","öldürmek","Kelime / ifade","3","True","Varsayılan bağlam analizi","2026-06-17T13:08:54"
"Sistem","siddet_suc","Şiddet ve Suç","öldürüş","Kelime / ifade","3","True","Varsayılan bağlam analizi","Sistem varsayılanı"
"Sistem","siddet_suc","Şiddet ve Suç","öldürüyor","Kelime / ifade","3","True","Varsayılan bağlam analizi","Sistem varsayılanı"
"Sistem","siddet_suc","Şiddet ve Suç","ölü","Kelime / ifade","3","True","Varsayılan bağlam analizi","Sistem varsayılanı"
"Sistem","siddet_suc","Şiddet ve Suç","ölü","Kelime / ifade","3","True","Varsayılan bağlam analizi","Sistem varsayılanı"
"Sistem","siddet_suc","Şiddet ve Suç","ölü anlatımı","Kelime / ifade","3","True","Varsayılan bağlam analizi","Sistem varsayılanı"
"Sistem","siddet_suc","Şiddet ve Suç","ölü göndermesi","Kelime / ifade","3","True","Varsayılan bağlam analizi","Sistem varsayılanı"
"Sistem","siddet_suc","Şiddet ve Suç","ölü ifadesi","Kelime / ifade","3","True","Varsayılan bağlam analizi","Sistem varsayılanı"
"Sistem","siddet_suc","Şiddet ve Suç","ölü sahnesi","Kelime / ifade","3","True","Varsayılan bağlam analizi","Sistem varsayılanı"
"Sistem","siddet_suc","Şiddet ve Suç","ölüde","Kelime / ifade","3","True","Varsayılan bağlam analizi","Sistem varsayılanı"
"Sistem","siddet_suc","Şiddet ve Suç","ölüden","Kelime / ifade","3","True","Varsayılan bağlam analizi","Sistem varsayılanı"
"Sistem","siddet_suc","Şiddet ve Suç","ölüler","Kelime / ifade","3","True","Varsayılan bağlam analizi","Sistem varsayılanı"
"Sistem","siddet_suc","Şiddet ve Suç","ölüler","Kelime / ifade","3","True","Varsayılan bağlam analizi","Sistem varsayılanı"
"Sistem","siddet_suc","Şiddet ve Suç","ölüm","Kelime / ifade","3","True","Varsayılan bağlam analizi","Sistem varsayılanı"
"Sistem","siddet_suc","Şiddet ve Suç","ölüm","Kelime / ifade","3","True","Varsayılan bağlam analizi","Sistem varsayılanı"
"Sistem","siddet_suc","Şiddet ve Suç","ölüm anlatımı","Kelime / ifade","3","True","Varsayılan bağlam analizi","Sistem varsayılanı"
"Sistem","siddet_suc","Şiddet ve Suç","ölüm göndermesi","Kelime / ifade","3","True","Varsayılan bağlam analizi","Sistem varsayılanı"
"Sistem","siddet_suc","Şiddet ve Suç","ölüm ifadesi","Kelime / ifade","3","True","Varsayılan bağlam analizi","Sistem varsayılanı"
"Sistem","siddet_suc","Şiddet ve Suç","ölüm sahnesi","Kelime / ifade","3","True","Varsayılan bağlam analizi","Sistem varsayılanı"
"Sistem","siddet_suc","Şiddet ve Suç","ölümcül","Kelime / ifade","3","True","Varsayılan bağlam analizi","Sistem varsayılanı"
"Sistem","siddet_suc","Şiddet ve Suç","ölümde","Kelime / ifade","3","True","Varsayılan bağlam analizi","Sistem varsayılanı"
"Sistem","siddet_suc","Şiddet ve Suç","ölümden","Kelime / ifade","3","True","Varsayılan bağlam analizi","Sistem varsayılanı"
"Sistem","siddet_suc","Şiddet ve Suç","ölümlü","Kelime / ifade","3","True","Varsayılan bağlam analizi","Sistem varsayılanı"
"Sistem","siddet_suc","Şiddet ve Suç","ölümü","Kelime / ifade","3","True","Varsayılan bağlam analizi","Sistem varsayılanı"
"Sistem","siddet_suc","Şiddet ve Suç","ölümün","Kelime / ifade","3","True","Varsayılan bağlam analizi","Sistem varsayılanı"
"Sistem","siddet_suc","Şiddet ve Suç","ölüsü","Kelime / ifade","3","True","Varsayılan bağlam analizi","Sistem varsayılanı"
"Sistem","siddet_suc","Şiddet ve Suç","ölüyü","Kelime / ifade","3","True","Varsayılan bağlam analizi","Sistem varsayılanı"
"Sistem","siddet_suc","Şiddet ve Suç","ölüyü","Kelime / ifade","3","True","Varsayılan bağlam analizi","Sistem varsayılanı"
"Sistem","siddet_suc","Şiddet ve Suç","pistol","Kelime / ifade","3","True","Varsayılan bağlam analizi","Sistem varsayılanı"
"Sistem","siddet_suc","Şiddet ve Suç","polis tabancası","Kelime / ifade","3","True","Varsayılan bağlam analizi","Sistem varsayılanı"
"Sistem","siddet_suc","Şiddet ve Suç","revolver","Kelime / ifade","3","True","Varsayılan bağlam analizi","Sistem varsayılanı"
"Sistem","siddet_suc","Şiddet ve Suç","savaş","Kelime / ifade","3","True","Varsayılan bağlam analizi","Sistem varsayılanı"
"Sistem","siddet_suc","Şiddet ve Suç","savaş","Kelime / ifade","3","True","Varsayılan bağlam analizi","Sistem varsayılanı"
"Sistem","siddet_suc","Şiddet ve Suç","savaş anlatımı","Kelime / ifade","3","True","Varsayılan bağlam analizi","Sistem varsayılanı"
"Sistem","siddet_suc","Şiddet ve Suç","savaş göndermesi","Kelime / ifade","3","True","Varsayılan bağlam analizi","Sistem varsayılanı"
"Sistem","siddet_suc","Şiddet ve Suç","savaş ifadesi","Kelime / ifade","3","True","Varsayılan bağlam analizi","Sistem varsayılanı"
"Sistem","siddet_suc","Şiddet ve Suç","savaş sahnesi","Kelime / ifade","3","True","Varsayılan bağlam analizi","Sistem varsayılanı"
"Sistem","siddet_suc","Şiddet ve Suç","savaşı","Kelime / ifade","3","True","Varsayılan bağlam analizi","Sistem varsayılanı"
"Sistem","siddet_suc","Şiddet ve Suç","savaşının","Kelime / ifade","3","True","Varsayılan bağlam analizi","Sistem varsayılanı"
"Sistem","siddet_suc","Şiddet ve Suç","savaşkı","Kelime / ifade","3","True","Varsayılan bağlam analizi","Sistem varsayılanı"
"Sistem","siddet_suc","Şiddet ve Suç","savaşlı","Kelime / ifade","3","True","Varsayılan bağlam analizi","Sistem varsayılanı"
"Sistem","siddet_suc","Şiddet ve Suç","savaşta","Kelime / ifade","3","True","Varsayılan bağlam analizi","Sistem varsayılanı"
"Sistem","siddet_suc","Şiddet ve Suç","savaştan","Kelime / ifade","3","True","Varsayılan bağlam analizi","Sistem varsayılanı"
"Sistem","siddet_suc","Şiddet ve Suç","silah","Kelime / ifade","3","True","Varsayılan bağlam analizi","Sistem varsayılanı"
"Sistem","siddet_suc","Şiddet ve Suç","silah","Kelime / ifade","3","True","Varsayılan bağlam analizi","Sistem varsayılanı"
"Sistem","siddet_suc","Şiddet ve Suç","silah anlatımı","Kelime / ifade","3","True","Varsayılan bağlam analizi","Sistem varsayılanı"
"Sistem","siddet_suc","Şiddet ve Suç","silah göndermesi","Kelime / ifade","3","True","Varsayılan bağlam analizi","Sistem varsayılanı"
"Sistem","siddet_suc","Şiddet ve Suç","silah ifadesi","Kelime / ifade","3","True","Varsayılan bağlam analizi","Sistem varsayılanı"
"Sistem","siddet_suc","Şiddet ve Suç","silah sahnesi","Kelime / ifade","3","True","Varsayılan bağlam analizi","Sistem varsayılanı"
"Sistem","siddet_suc","Şiddet ve Suç","silahı","Kelime / ifade","3","True","Varsayılan bağlam analizi","Sistem varsayılanı"
"Sistem","siddet_suc","Şiddet ve Suç","silahın","Kelime / ifade","3","True","Varsayılan bağlam analizi","Sistem varsayılanı"
"Sistem","siddet_suc","Şiddet ve Suç","silahından","Kelime / ifade","3","True","Varsayılan bağlam analizi","Sistem varsayılanı"
"Sistem","siddet_suc","Şiddet ve Suç","silahını","Kelime / ifade","3","True","Varsayılan bağlam analizi","Sistem varsayılanı"
"Sistem","siddet_suc","Şiddet ve Suç","silahla","Kelime / ifade","3","True","Varsayılan bağlam analizi","Sistem varsayılanı"
"Sistem","siddet_suc","Şiddet ve Suç","silahları","Kelime / ifade","3","True","Varsayılan bağlam analizi","Sistem varsayılanı"
"Sistem","siddet_suc","Şiddet ve Suç","sopa","Kelime / ifade","3","True","Varsayılan bağlam analizi","Sistem varsayılanı"
"Sistem","siddet_suc","Şiddet ve Suç","sopa anlatımı","Kelime / ifade","3","True","Varsayılan bağlam analizi","Sistem varsayılanı"
"Sistem","siddet_suc","Şiddet ve Suç","sopa ifadesi","Kelime / ifade","3","True","Varsayılan bağlam analizi","Sistem varsayılanı"
"Sistem","siddet_suc","Şiddet ve Suç","sopa sahnesi","Kelime / ifade","3","True","Varsayılan bağlam analizi","Sistem varsayılanı"
"Sistem","siddet_suc","Şiddet ve Suç","sopalarla","Kelime / ifade","3","True","Varsayılan bağlam analizi","Sistem varsayılanı"
"Sistem","siddet_suc","Şiddet ve Suç","sopasını","Kelime / ifade","3","True","Varsayılan bağlam analizi","Sistem varsayılanı"
"Sistem","siddet_suc","Şiddet ve Suç","sopayla","Kelime / ifade","3","True","Varsayılan bağlam analizi","Sistem varsayılanı"
"Sistem","siddet_suc","Şiddet ve Suç","tomahawk","Kelime / ifade","3","True","Varsayılan bağlam analizi","Sistem varsayılanı"
"Sistem","siddet_suc","Şiddet ve Suç","topuz","Kelime / ifade","3","True","Varsayılan bağlam analizi","Sistem varsayılanı"
"Sistem","siddet_suc","Şiddet ve Suç","torba","Kelime / ifade","3","True","Varsayılan bağlam analizi","Sistem varsayılanı"
"Sistem","siddet_suc","Şiddet ve Suç","tüfek","Kelime / ifade","3","True","Varsayılan bağlam analizi","Sistem varsayılanı"
"Sistem","siddet_suc","Şiddet ve Suç","vuran","Kelime / ifade","3","True","Varsayılan bağlam analizi","Sistem varsayılanı"
"Sistem","siddet_suc","Şiddet ve Suç","vurarak","Kelime / ifade","3","True","Varsayılan bağlam analizi","Sistem varsayılanı"
"Sistem","siddet_suc","Şiddet ve Suç","vurdu","Kelime / ifade","3","True","Varsayılan bağlam analizi","Sistem varsayılanı"
"Sistem","siddet_suc","Şiddet ve Suç","vurduğu","Kelime / ifade","3","True","Varsayılan bağlam analizi","Sistem varsayılanı"
"Sistem","siddet_suc","Şiddet ve Suç","vurduk","Kelime / ifade","3","True","Varsayılan bağlam analizi","Sistem varsayılanı"
"Sistem","siddet_suc","Şiddet ve Suç","vurduktan","Kelime / ifade","3","True","Varsayılan bağlam analizi","Sistem varsayılanı"
"Sistem","siddet_suc","Şiddet ve Suç","vurdular","Kelime / ifade","3","True","Varsayılan bağlam analizi","Sistem varsayılanı"
"Sistem","siddet_suc","Şiddet ve Suç","vurdum","Kelime / ifade","3","True","Varsayılan bağlam analizi","Sistem varsayılanı"
"Sistem","siddet_suc","Şiddet ve Suç","vurdunuz","Kelime / ifade","3","True","Varsayılan bağlam analizi","Sistem varsayılanı"
"Sistem","siddet_suc","Şiddet ve Suç","vurma","Kelime / ifade","3","True","Varsayılan bağlam analizi","Sistem varsayılanı"
"Sistem","siddet_suc","Şiddet ve Suç","vurma anlatımı","Kelime / ifade","3","True","Varsayılan bağlam analizi","Sistem varsayılanı"
"Sistem","siddet_suc","Şiddet ve Suç","vurma göndermesi","Kelime / ifade","3","True","Varsayılan bağlam analizi","Sistem varsayılanı"
"Sistem","siddet_suc","Şiddet ve Suç","vurma ifadesi","Kelime / ifade","3","True","Varsayılan bağlam analizi","Sistem varsayılanı"
"Sistem","siddet_suc","Şiddet ve Suç","vurma sahnesi","Kelime / ifade","3","True","Varsayılan bağlam analizi","Sistem varsayılanı"
"Sistem","siddet_suc","Şiddet ve Suç","vurmak","Kelime / ifade","3","True","Varsayılan bağlam analizi","Sistem varsayılanı"
"Sistem","siddet_suc","Şiddet ve Suç","vurmak","Kelime / ifade","3","True","Varsayılan bağlam analizi","Sistem varsayılanı"
"Sistem","siddet_suc","Şiddet ve Suç","vurmamak","Kelime / ifade","3","True","Varsayılan bağlam analizi","Sistem varsayılanı"
"Sistem","siddet_suc","Şiddet ve Suç","vurması","Kelime / ifade","3","True","Varsayılan bağlam analizi","Sistem varsayılanı"
"Sistem","siddet_suc","Şiddet ve Suç","vuruş","Kelime / ifade","3","True","Varsayılan bağlam analizi","Sistem varsayılanı"
"Sistem","siddet_suc","Şiddet ve Suç","vuruyor","Kelime / ifade","3","True","Varsayılan bağlam analizi","Sistem varsayılanı"
"Sistem","siddet_suc","Şiddet ve Suç","yaraladı","Kelime / ifade","3","True","Varsayılan bağlam analizi","Sistem varsayılanı"
"Sistem","siddet_suc","Şiddet ve Suç","yaraladığı","Kelime / ifade","3","True","Varsayılan bağlam analizi","Sistem varsayılanı"
"Sistem","siddet_suc","Şiddet ve Suç","yaralama","Kelime / ifade","3","True","Varsayılan bağlam analizi","Sistem varsayılanı"
"Sistem","siddet_suc","Şiddet ve Suç","yaralamak","Kelime / ifade","3","True","Varsayılan bağlam analizi","Sistem varsayılanı"
"Sistem","siddet_suc","Şiddet ve Suç","yaralamak","Kelime / ifade","3","True","Varsayılan bağlam analizi","Sistem varsayılanı"
"Sistem","siddet_suc","Şiddet ve Suç","yaralanıyor","Kelime / ifade","3","True","Varsayılan bağlam analizi","Sistem varsayılanı"
"Sistem","siddet_suc","Şiddet ve Suç","yaralanma","Kelime / ifade","3","True","Varsayılan bağlam analizi","Sistem varsayılanı"
"Sistem","siddet_suc","Şiddet ve Suç","yaralanma anlatımı","Kelime / ifade","3","True","Varsayılan bağlam analizi","Sistem varsayılanı"
"Sistem","siddet_suc","Şiddet ve Suç","yaralanma göndermesi","Kelime / ifade","3","True","Varsayılan bağlam analizi","Sistem varsayılanı"
"Sistem","siddet_suc","Şiddet ve Suç","yaralanma ifadesi","Kelime / ifade","3","True","Varsayılan bağlam analizi","Sistem varsayılanı"
"Sistem","siddet_suc","Şiddet ve Suç","yaralanma sahnesi","Kelime / ifade","3","True","Varsayılan bağlam analizi","Sistem varsayılanı"
"Sistem","zararlı_alışkanlıklar","Zararlı Alışkanlıklar","alkol","Kelime / ifade","4","True","Varsayılan bağlam analizi","Sistem varsayılanı"
"Sistem","zararlı_alışkanlıklar","Zararlı Alışkanlıklar","alkol ifadesi","Kelime / ifade","4","True","Varsayılan bağlam analizi","Sistem varsayılanı"
"Sistem","zararlı_alışkanlıklar","Zararlı Alışkanlıklar","alkol sahnesi","Kelime / ifade","4","True","Varsayılan bağlam analizi","Sistem varsayılanı"
"Sistem","zararlı_alışkanlıklar","Zararlı Alışkanlıklar","alkole","Kelime / ifade","4","True","Varsayılan bağlam analizi","Sistem varsayılanı"
"Sistem","zararlı_alışkanlıklar","Zararlı Alışkanlıklar","alkollü","Kelime / ifade","4","True","Varsayılan bağlam analizi","Sistem varsayılanı"
"Sistem","zararlı_alışkanlıklar","Zararlı Alışkanlıklar","alkolsüz","Kelime / ifade","4","True","Varsayılan bağlam analizi","Sistem varsayılanı"
"Sistem","zararlı_alışkanlıklar","Zararlı Alışkanlıklar","ayyaş","Kelime / ifade","4","True","Varsayılan bağlam analizi","Sistem varsayılanı"
"Sistem","zararlı_alışkanlıklar","Zararlı Alışkanlıklar","ayyaş ifadesi","Kelime / ifade","4","True","Varsayılan bağlam analizi","Sistem varsayılanı"
"Sistem","zararlı_alışkanlıklar","Zararlı Alışkanlıklar","ayyaş sahnesi","Kelime / ifade","4","True","Varsayılan bağlam analizi","Sistem varsayılanı"
"Sistem","zararlı_alışkanlıklar","Zararlı Alışkanlıklar","ayyaşlık","Kelime / ifade","4","True","Varsayılan bağlam analizi","Sistem varsayılanı"
"Sistem","zararlı_alışkanlıklar","Zararlı Alışkanlıklar","bağımlılığı","Kelime / ifade","4","True","Varsayılan bağlam analizi","Sistem varsayılanı"
"Sistem","zararlı_alışkanlıklar","Zararlı Alışkanlıklar","bağımlılık","Kelime / ifade","4","True","Varsayılan bağlam analizi","Sistem varsayılanı"
"Sistem","zararlı_alışkanlıklar","Zararlı Alışkanlıklar","bağımlılık ifadesi","Kelime / ifade","4","True","Varsayılan bağlam analizi","Sistem varsayılanı"
"Sistem","zararlı_alışkanlıklar","Zararlı Alışkanlıklar","bağımlılıktan","Kelime / ifade","4","True","Varsayılan bağlam analizi","Sistem varsayılanı"
