"kaynak","kategori","kategori_adi","term","risk_turu","risk_puani","active","baglam_kurali","updated_at"
"Sistem","dijital_risk","Dijital Risk ve Hukuk","tehlikeli meydan okama ifadesi","Kelime / ifade","4","True","Uygulanabilir zararlı talimat olup olmadığı kontrol edilir","Sistem varsayılanı"
"Sistem","dijital_risk","Dijital Risk ve Hukuk","tehlikeli meydan okama sahnesi","Kelime / ifade","4","True","Uygulanabilir zararlı talimat olup olmadığı kontrol edilir","Sistem varsayılanı"
"Sistem","dijital_risk","Dijital Risk ve Hukuk","tehlikeli meydan okuma","Kelime / ifade","4","True","Uygulanabilir zararlı talimat olup olmadığı kontrol edilir","Sistem varsayılanı"
"Sistem","dijital_risk","Dijital Risk ve Hukuk","uygunsuz mesajlaşma","Kelime / ifade","4","True","Uygulanabilir zararlı talimat olup olmadığı kontrol edilir","Sistem varsayılanı"
"Sistem","dijital_risk","Dijital Risk ve Hukuk","uygunsuz mesajlaşma ifadesi","Kelime / ifade","4","True","Uygulanabilir zararlı talimat olup olmadığı kontrol edilir","Sistem varsayılanı"
"Sistem","dijital_risk","Dijital Risk ve Hukuk","uygunsuz mesajlaşma sahnesi","Kelime / ifade","4","True","Uygulanabilir zararlı talimat olup olmadığı kontrol edilir","Sistem varsayılanı"
"Sistem","dijital_risk","Dijital Risk ve Hukuk","yasa dışı site","Kelime / ifade","4","True","Uygulanabilir zararlı talimat olup olmadığı kontrol edilir","Sistem varsayılanı"
"Sistem","dijital_risk","Dijital Risk ve Hukuk","yasa dışı site anlatımı","Kelime / ifade","4","True","Uygulanabilir zararlı talimat olup olmadığı kontrol edilir","Sistem varsayılanı"
"Sistem","dijital_risk","Dijital Risk ve Hukuk","yasa dışı site ifadesi","Kelime / ifade","4","True","Uygulanabilir zararlı talimat olup olmadığı kontrol edilir","Sistem varsayılanı"
"Sistem","dijital_risk","Dijital Risk ve Hukuk","yasa dışı site sahnesi","Kelime / ifade","4","True","Uygulanabilir zararlı talimat olup olmadığı kontrol edilir","Sistem varsayılanı"
"Sistem","kaba_dil_hakaret","Kaba Dil ve Hakaret","ahmak","Kelime / ifade","3","True","Varsayılan bağlam analizi","Sistem varsayılanı"
"Sistem","kaba_dil_hakaret","Kaba Dil ve Hakaret","ahmak anlatımı","Kelime / ifade","3","True","Varsayılan bağlam analizi","Sistem varsayılanı"
"Sistem","kaba_dil_hakaret","Kaba Dil ve Hakaret","ahmak çağrışımı","Kelime / ifade","3","True","Varsayılan bağlam analizi","Sistem varsayılanı"
"Sistem","kaba_dil_hakaret","Kaba Dil ve Hakaret","ahmak davranışı","Kelime / ifade","3","True","Varsayılan bağlam analizi","Sistem varsayılanı"
"Sistem","kaba_dil_hakaret","Kaba Dil ve Hakaret","ahmak göndermesi","Kelime / ifade","3","True","Varsayılan bağlam analizi","Sistem varsayılanı"
"Sistem","kaba_dil_hakaret","Kaba Dil ve Hakaret","ahmak ifadesi","Kelime / ifade","3","True","Varsayılan bağlam analizi","Sistem varsayılanı"
"Sistem","kaba_dil_hakaret","Kaba Dil ve Hakaret","ahmak konuşması","Kelime / ifade","3","True","Varsayılan bağlam analizi","Sistem varsayılanı"
"Sistem","kaba_dil_hakaret","Kaba Dil ve Hakaret","ahmak sahnesi","Kelime / ifade","3","True","Varsayılan bağlam analizi","Sistem varsayılanı"
"Sistem","kaba_dil_hakaret","Kaba Dil ve Hakaret","ahmak tasviri","Kelime / ifade","3","True","Varsayılan bağlam analizi","Sistem varsayılanı"
"Sistem","kaba_dil_hakaret","Kaba Dil ve Hakaret","ahmak vurgusu","Kelime / ifade","3","True","Varsayılan bağlam analizi","Sistem varsayılanı"
"Sistem","kaba_dil_hakaret","Kaba Dil ve Hakaret","alay","Kelime / ifade","3","True","Varsayılan bağlam analizi","Sistem varsayılanı"
"Sistem","kaba_dil_hakaret","Kaba Dil ve Hakaret","alay anlatımı","Kelime / ifade","3","True","Varsayılan bağlam analizi","Sistem varsayılanı"
"Sistem","kaba_dil_hakaret","Kaba Dil ve Hakaret","alay ifadesi","Kelime / ifade","3","True","Varsayılan bağlam analizi","Sistem varsayılanı"
"Sistem","kaba_dil_hakaret","Kaba Dil ve Hakaret","alay sahnesi","Kelime / ifade","3","True","Varsayılan bağlam analizi","Sistem varsayılanı"
"Sistem","kaba_dil_hakaret","Kaba Dil ve Hakaret","alçak","Kelime / ifade","3","True","Varsayılan bağlam analizi","Sistem varsayılanı"
"Sistem","kaba_dil_hakaret","Kaba Dil ve Hakaret","alçak anlatımı","Kelime / ifade","3","True","Varsayılan bağlam analizi","Sistem varsayılanı"
"Sistem","kaba_dil_hakaret","Kaba Dil ve Hakaret","alçak ifadesi","Kelime / ifade","3","True","Varsayılan bağlam analizi","Sistem varsayılanı"
"Sistem","kaba_dil_hakaret","Kaba Dil ve Hakaret","alçak sahnesi","Kelime / ifade","3","True","Varsayılan bağlam analizi","Sistem varsayılanı"
"Sistem","kaba_dil_hakaret","Kaba Dil ve Hakaret","aptal","Kelime / ifade","3","True","Varsayılan bağlam analizi","Sistem varsayılanı"
"Sistem","kaba_dil_hakaret","Kaba Dil ve Hakaret","aptal anlatımı","Kelime / ifade","3","True","Varsayılan bağlam analizi","Sistem varsayılanı"
"Sistem","kaba_dil_hakaret","Kaba Dil ve Hakaret","aptal çağrışımı","Kelime / ifade","3","True","Varsayılan bağlam analizi","Sistem varsayılanı"
"Sistem","kaba_dil_hakaret","Kaba Dil ve Hakaret","aptal davranışı","Kelime / ifade","3","True","Varsayılan bağlam analizi","Sistem varsayılanı"
"Sistem","kaba_dil_hakaret","Kaba Dil ve Hakaret","aptal göndermesi","Kelime / ifade","3","True","Varsayılan bağlam analizi","Sistem varsayılanı"
"Sistem","kaba_dil_hakaret","Kaba Dil ve Hakaret","aptal ifadesi","Kelime / ifade","3","True","Varsayılan bağlam analizi","Sistem varsayılanı"
"Sistem","kaba_dil_hakaret","Kaba Dil ve Hakaret","aptal konuşması","Kelime / ifade","3","True","Varsayılan bağlam analizi","Sistem varsayılanı"
"Sistem","kaba_dil_hakaret","Kaba Dil ve Hakaret","aptal sahnesi","Kelime / ifade","3","True","Varsayılan bağlam analizi","Sistem varsayılanı"
"Sistem","kaba_dil_hakaret","Kaba Dil ve Hakaret","aptal tasviri","Kelime / ifade","3","True","Varsayılan bağlam analizi","Sistem varsayılanı"
"Sistem","kaba_dil_hakaret","Kaba Dil ve Hakaret","aptal vurgusu","Kelime / ifade","3","True","Varsayılan bağlam analizi","Sistem varsayılanı"
"Sistem","kaba_dil_hakaret","Kaba Dil ve Hakaret","argo","Kelime / ifade","3","True","Varsayılan bağlam analizi","Sistem varsayılanı"
"Sistem","kaba_dil_hakaret","Kaba Dil ve Hakaret","argo anlatımı","Kelime / ifade","3","True","Varsayılan bağlam analizi","Sistem varsayılanı"
"Sistem","kaba_dil_hakaret","Kaba Dil ve Hakaret","argo ifadesi","Kelime / ifade","3","True","Varsayılan bağlam analizi","Sistem varsayılanı"
"Sistem","kaba_dil_hakaret","Kaba Dil ve Hakaret","argo sahnesi","Kelime / ifade","3","True","Varsayılan bağlam analizi","Sistem varsayılanı"
"Sistem","kaba_dil_hakaret","Kaba Dil ve Hakaret","aşağılama","Kelime / ifade","3","True","Varsayılan bağlam analizi","Sistem varsayılanı"
"Sistem","kaba_dil_hakaret","Kaba Dil ve Hakaret","aşağılama anlatımı","Kelime / ifade","3","True","Varsayılan bağlam analizi","Sistem varsayılanı"
"Sistem","kaba_dil_hakaret","Kaba Dil ve Hakaret","aşağılama ifadesi","Kelime / ifade","3","True","Varsayılan bağlam analizi","Sistem varsayılanı"
"Sistem","kaba_dil_hakaret","Kaba Dil ve Hakaret","aşağılama sahnesi","Kelime / ifade","3","True","Varsayılan bağlam analizi","Sistem varsayılanı"
"Sistem","kaba_dil_hakaret","Kaba Dil ve Hakaret","budala","Kelime / ifade","3","True","Varsayılan bağlam analizi","Sistem varsayılanı"
"Sistem","kaba_dil_hakaret","Kaba Dil ve Hakaret","budala anlatımı","Kelime / ifade","3","True","Varsayılan bağlam analizi","Sistem varsayılanı"
"Sistem","kaba_dil_hakaret","Kaba Dil ve Hakaret","budala göndermesi","Kelime / ifade","3","True","Varsayılan bağlam analizi","Sistem varsayılanı"
"Sistem","kaba_dil_hakaret","Kaba Dil ve Hakaret","budala ifadesi","Kelime / ifade","3","True","Varsayılan bağlam analizi","Sistem varsayılanı"
"Sistem","kaba_dil_hakaret","Kaba Dil ve Hakaret","budala sahnesi","Kelime / ifade","3","True","Varsayılan bağlam analizi","Sistem varsayılanı"
"Sistem","kaba_dil_hakaret","Kaba Dil ve Hakaret","defol","Kelime / ifade","3","True","Varsayılan bağlam analizi","Sistem varsayılanı"
"Sistem","kaba_dil_hakaret","Kaba Dil ve Hakaret","defol anlatımı","Kelime / ifade","3","True","Varsayılan bağlam analizi","Sistem varsayılanı"
"Sistem","kaba_dil_hakaret","Kaba Dil ve Hakaret","defol ifadesi","Kelime / ifade","3","True","Varsayılan bağlam analizi","Sistem varsayılanı"
"Sistem","kaba_dil_hakaret","Kaba Dil ve Hakaret","defol sahnesi","Kelime / ifade","3","True","Varsayılan bağlam analizi","Sistem varsayılanı"
"Sistem","kaba_dil_hakaret","Kaba Dil ve Hakaret","dışlama","Kelime / ifade","3","True","Varsayılan bağlam analizi","Sistem varsayılanı"
"Sistem","kaba_dil_hakaret","Kaba Dil ve Hakaret","dışlama anlatımı","Kelime / ifade","3","True","Varsayılan bağlam analizi","Sistem varsayılanı"
"Sistem","kaba_dil_hakaret","Kaba Dil ve Hakaret","dışlama ifadesi","Kelime / ifade","3","True","Varsayılan bağlam analizi","Sistem varsayılanı"
"Sistem","kaba_dil_hakaret","Kaba Dil ve Hakaret","dışlama sahnesi","Kelime / ifade","3","True","Varsayılan bağlam analizi","Sistem varsayılanı"
"Sistem","kaba_dil_hakaret","Kaba Dil ve Hakaret","enayi","Kelime / ifade","3","True","Varsayılan bağlam analizi","Sistem varsayılanı"
"Sistem","kaba_dil_hakaret","Kaba Dil ve Hakaret","enayi anlatımı","Kelime / ifade","3","True","Varsayılan bağlam analizi","Sistem varsayılanı"
"Sistem","kaba_dil_hakaret","Kaba Dil ve Hakaret","enayi göndermesi","Kelime / ifade","3","True","Varsayılan bağlam analizi","Sistem varsayılanı"
"Sistem","kaba_dil_hakaret","Kaba Dil ve Hakaret","enayi ifadesi","Kelime / ifade","3","True","Varsayılan bağlam analizi","Sistem varsayılanı"
"Sistem","kaba_dil_hakaret","Kaba Dil ve Hakaret","enayi sahnesi","Kelime / ifade","3","True","Varsayılan bağlam analizi","Sistem varsayılanı"
"Sistem","kaba_dil_hakaret","Kaba Dil ve Hakaret","eşek","Kelime / ifade","3","True","Varsayılan bağlam analizi","Sistem varsayılanı"
"Sistem","kaba_dil_hakaret","Kaba Dil ve Hakaret","eşek anlatımı","Kelime / ifade","3","True","Varsayılan bağlam analizi","Sistem varsayılanı"
"Sistem","kaba_dil_hakaret","Kaba Dil ve Hakaret","eşek göndermesi","Kelime / ifade","3","True","Varsayılan bağlam analizi","Sistem varsayılanı"
"Sistem","kaba_dil_hakaret","Kaba Dil ve Hakaret","eşek ifadesi","Kelime / ifade","3","True","Varsayılan bağlam analizi","Sistem varsayılanı"
"Sistem","kaba_dil_hakaret","Kaba Dil ve Hakaret","eşek sahnesi","Kelime / ifade","3","True","Varsayılan bağlam analizi","Sistem varsayılanı"
"Sistem","kaba_dil_hakaret","Kaba Dil ve Hakaret","geri zekâlı","Kelime / ifade","3","True","Varsayılan bağlam analizi","Sistem varsayılanı"
"Sistem","kaba_dil_hakaret","Kaba Dil ve Hakaret","geri zekâlı anlatımı","Kelime / ifade","3","True","Varsayılan bağlam analizi","Sistem varsayılanı"
"Sistem","kaba_dil_hakaret","Kaba Dil ve Hakaret","geri zekâlı ifadesi","Kelime / ifade","3","True","Varsayılan bağlam analizi","Sistem varsayılanı"
"Sistem","kaba_dil_hakaret","Kaba Dil ve Hakaret","geri zekâlı sahnesi","Kelime / ifade","3","True","Varsayılan bağlam analizi","Sistem varsayılanı"
"Sistem","kaba_dil_hakaret","Kaba Dil ve Hakaret","gerizekâlı","Kelime / ifade","3","True","Varsayılan bağlam analizi","Sistem varsayılanı"
"Sistem","kaba_dil_hakaret","Kaba Dil ve Hakaret","gerizekâlı anlatımı","Kelime / ifade","3","True","Varsayılan bağlam analizi","Sistem varsayılanı"
"Sistem","kaba_dil_hakaret","Kaba Dil ve Hakaret","gerizekâlı ifadesi","Kelime / ifade","3","True","Varsayılan bağlam analizi","Sistem varsayılanı"
"Sistem","kaba_dil_hakaret","Kaba Dil ve Hakaret","gerizekâlı sahnesi","Kelime / ifade","3","True","Varsayılan bağlam analizi","Sistem varsayılanı"
"Sistem","kaba_dil_hakaret","Kaba Dil ve Hakaret","hakaret","Kelime / ifade","3","True","Varsayılan bağlam analizi","Sistem varsayılanı"
"Sistem","kaba_dil_hakaret","Kaba Dil ve Hakaret","hakaret anlatımı","Kelime / ifade","3","True","Varsayılan bağlam analizi","Sistem varsayılanı"
"Sistem","kaba_dil_hakaret","Kaba Dil ve Hakaret","hakaret ifadesi","Kelime / ifade","3","True","Varsayılan bağlam analizi","Sistem varsayılanı"
"Sistem","kaba_dil_hakaret","Kaba Dil ve Hakaret","hakaret sahnesi","Kelime / ifade","3","True","Varsayılan bağlam analizi","Sistem varsayılanı"
"Sistem","kaba_dil_hakaret","Kaba Dil ve Hakaret","haysiyetsiz","Kelime / ifade","3","True","Varsayılan bağlam analizi","Sistem varsayılanı"
"Sistem","kaba_dil_hakaret","Kaba Dil ve Hakaret","haysiyetsiz anlatımı","Kelime / ifade","3","True","Varsayılan bağlam analizi","Sistem varsayılanı"
"Sistem","kaba_dil_hakaret","Kaba Dil ve Hakaret","haysiyetsiz ifadesi","Kelime / ifade","3","True","Varsayılan bağlam analizi","Sistem varsayılanı"
"Sistem","kaba_dil_hakaret","Kaba Dil ve Hakaret","haysiyetsiz sahnesi","Kelime / ifade","3","True","Varsayılan bağlam analizi","Sistem varsayılanı"
"Sistem","kaba_dil_hakaret","Kaba Dil ve Hakaret","kaba hitap","Kelime / ifade","3","True","Varsayılan bağlam analizi","Sistem varsayılanı"
"Sistem","kaba_dil_hakaret","Kaba Dil ve Hakaret","kaba hitap anlatımı","Kelime / ifade","3","True","Varsayılan bağlam analizi","Sistem varsayılanı"
"Sistem","kaba_dil_hakaret","Kaba Dil ve Hakaret","kaba hitap ifadesi","Kelime / ifade","3","True","Varsayılan bağlam analizi","Sistem varsayılanı"
"Sistem","kaba_dil_hakaret","Kaba Dil ve Hakaret","kaba hitap sahnesi","Kelime / ifade","3","True","Varsayılan bağlam analizi","Sistem varsayılanı"
"Sistem","kaba_dil_hakaret","Kaba Dil ve Hakaret","kahrol","Kelime / ifade","3","True","Varsayılan bağlam analizi","Sistem varsayılanı"
"Sistem","kaba_dil_hakaret","Kaba Dil ve Hakaret","kahrol anlatımı","Kelime / ifade","3","True","Varsayılan bağlam analizi","Sistem varsayılanı"
"Sistem","kaba_dil_hakaret","Kaba Dil ve Hakaret","kahrol ifadesi","Kelime / ifade","3","True","Varsayılan bağlam analizi","Sistem varsayılanı"
"Sistem","kaba_dil_hakaret","Kaba Dil ve Hakaret","kahrol sahnesi","Kelime / ifade","3","True","Varsayılan bağlam analizi","Sistem varsayılanı"
"Sistem","kaba_dil_hakaret","Kaba Dil ve Hakaret","küçümseme","Kelime / ifade","3","True","Varsayılan bağlam analizi","Sistem varsayılanı"
"Sistem","kaba_dil_hakaret","Kaba Dil ve Hakaret","küçümseme anlatımı","Kelime / ifade","3","True","Varsayılan bağlam analizi","Sistem varsayılanı"
"Sistem","kaba_dil_hakaret","Kaba Dil ve Hakaret","küçümseme ifadesi","Kelime / ifade","3","True","Varsayılan bağlam analizi","Sistem varsayılanı"
"Sistem","kaba_dil_hakaret","Kaba Dil ve Hakaret","küçümseme sahnesi","Kelime / ifade","3","True","Varsayılan bağlam analizi","Sistem varsayılanı"
"Sistem","kaba_dil_hakaret","Kaba Dil ve Hakaret","küfür","Kelime / ifade","3","True","Varsayılan bağlam analizi","Sistem varsayılanı"
"Sistem","kaba_dil_hakaret","Kaba Dil ve Hakaret","küfür anlatımı","Kelime / ifade","3","True","Varsayılan bağlam analizi","Sistem varsayılanı"
"Sistem","kaba_dil_hakaret","Kaba Dil ve Hakaret","küfür ifadesi","Kelime / ifade","3","True","Varsayılan bağlam analizi","Sistem varsayılanı"
"Sistem","kaba_dil_hakaret","Kaba Dil ve Hakaret","küfür sahnesi","Kelime / ifade","3","True","Varsayılan bağlam analizi","Sistem varsayılanı"
"Sistem","kaba_dil_hakaret","Kaba Dil ve Hakaret","lakap takma","Kelime / ifade","3","True","Varsayılan bağlam analizi","Sistem varsayılanı"
"Sistem","kaba_dil_hakaret","Kaba Dil ve Hakaret","lakap takma anlatımı","Kelime / ifade","3","True","Varsayılan bağlam analizi","Sistem varsayılanı"
"Sistem","kaba_dil_hakaret","Kaba Dil ve Hakaret","lakap takma ifadesi","Kelime / ifade","3","True","Varsayılan bağlam analizi","Sistem varsayılanı"
"Sistem","kaba_dil_hakaret","Kaba Dil ve Hakaret","lakap takma sahnesi","Kelime / ifade","3","True","Varsayılan bağlam analizi","Sistem varsayılanı"
"Sistem","kaba_dil_hakaret","Kaba Dil ve Hakaret","lan","Kelime / ifade","3","True","Varsayılan bağlam analizi","Sistem varsayılanı"
"Sistem","kaba_dil_hakaret","Kaba Dil ve Hakaret","lan anlatımı","Kelime / ifade","3","True","Varsayılan bağlam analizi","Sistem varsayılanı"
"Sistem","kaba_dil_hakaret","Kaba Dil ve Hakaret","lan göndermesi","Kelime / ifade","3","True","Varsayılan bağlam analizi","Sistem varsayılanı"
"Sistem","kaba_dil_hakaret","Kaba Dil ve Hakaret","lan ifadesi","Kelime / ifade","3","True","Varsayılan bağlam analizi","Sistem varsayılanı"
"Sistem","kaba_dil_hakaret","Kaba Dil ve Hakaret","lan sahnesi","Kelime / ifade","3","True","Varsayılan bağlam analizi","Sistem varsayılanı"
"Sistem","kaba_dil_hakaret","Kaba Dil ve Hakaret","namussuz","Kelime / ifade","3","True","Varsayılan bağlam analizi","Sistem varsayılanı"
"Sistem","kaba_dil_hakaret","Kaba Dil ve Hakaret","namussuz anlatımı","Kelime / ifade","3","True","Varsayılan bağlam analizi","Sistem varsayılanı"
"Sistem","kaba_dil_hakaret","Kaba Dil ve Hakaret","namussuz ifadesi","Kelime / ifade","3","True","Varsayılan bağlam analizi","Sistem varsayılanı"
"Sistem","kaba_dil_hakaret","Kaba Dil ve Hakaret","namussuz sahnesi","Kelime / ifade","3","True","Varsayılan bağlam analizi","Sistem varsayılanı"
"Sistem","kaba_dil_hakaret","Kaba Dil ve Hakaret","pislik","Kelime / ifade","3","True","Varsayılan bağlam analizi","Sistem varsayılanı"
"Sistem","kaba_dil_hakaret","Kaba Dil ve Hakaret","pislik anlatımı","Kelime / ifade","3","True","Varsayılan bağlam analizi","Sistem varsayılanı"
"Sistem","kaba_dil_hakaret","Kaba Dil ve Hakaret","pislik ifadesi","Kelime / ifade","3","True","Varsayılan bağlam analizi","Sistem varsayılanı"
"Sistem","kaba_dil_hakaret","Kaba Dil ve Hakaret","pislik sahnesi","Kelime / ifade","3","True","Varsayılan bağlam analizi","Sistem varsayılanı"
"Sistem","kaba_dil_hakaret","Kaba Dil ve Hakaret","rezil","Kelime / ifade","3","True","Varsayılan bağlam analizi","Sistem varsayılanı"
"Sistem","kaba_dil_hakaret","Kaba Dil ve Hakaret","rezil anlatımı","Kelime / ifade","3","True","Varsayılan bağlam analizi","Sistem varsayılanı"
"Sistem","kaba_dil_hakaret","Kaba Dil ve Hakaret","rezil ifadesi","Kelime / ifade","3","True","Varsayılan bağlam analizi","Sistem varsayılanı"
"Sistem","kaba_dil_hakaret","Kaba Dil ve Hakaret","rezil sahnesi","Kelime / ifade","3","True","Varsayılan bağlam analizi","Sistem varsayılanı"
"Sistem","kaba_dil_hakaret","Kaba Dil ve Hakaret","salak","Kelime / ifade","3","True","Varsayılan bağlam analizi","Sistem varsayılanı"
"Sistem","kaba_dil_hakaret","Kaba Dil ve Hakaret","salak anlatımı","Kelime / ifade","3","True","Varsayılan bağlam analizi","Sistem varsayılanı"
"Sistem","kaba_dil_hakaret","Kaba Dil ve Hakaret","salak çağrışımı","Kelime / ifade","3","True","Varsayılan bağlam analizi","Sistem varsayılanı"
"Sistem","kaba_dil_hakaret","Kaba Dil ve Hakaret","salak davranışı","Kelime / ifade","3","True","Varsayılan bağlam analizi","Sistem varsayılanı"
"Sistem","kaba_dil_hakaret","Kaba Dil ve Hakaret","salak göndermesi","Kelime / ifade","3","True","Varsayılan bağlam analizi","Sistem varsayılanı"
"Sistem","kaba_dil_hakaret","Kaba Dil ve Hakaret","salak ifadesi","Kelime / ifade","3","True","Varsayılan bağlam analizi","Sistem varsayılanı"
"Sistem","kaba_dil_hakaret","Kaba Dil ve Hakaret","salak konuşması","Kelime / ifade","3","True","Varsayılan bağlam analizi","Sistem varsayılanı"
"Sistem","kaba_dil_hakaret","Kaba Dil ve Hakaret","salak sahnesi","Kelime / ifade","3","True","Varsayılan bağlam analizi","Sistem varsayılanı"
"Sistem","kaba_dil_hakaret","Kaba Dil ve Hakaret","salak tasviri","Kelime / ifade","3","True","Varsayılan bağlam analizi","Sistem varsayılanı"
